,RPT,RPT,VAL,VAL,ROS,ROS,KIL,KIL,SHA,SHA,BIR,BIR,DUB,DUB,CLA,CLA,MUL,MUL,CLO,CLO,BEL,BEL,MAL,MAL,month,month
1963-05-31,12.7975016897,2.13646386826,10.4608853303,1.70318170464,12.5192639017,1.84589910822,7.29762453064,1.29504795372,11.0989357911,1.67754171015,7.93774316436,1.5280813869,11.4232055697,2.13966265069,9.18692642089,1.72055290659,8.55800414747,1.64602603434,9.99569800307,1.42518835558,12.9982892857,2.04314086045,14.7732448925,2.5654387598,6.3,3.81272108936
1963-06-30,12.614185023,2.15886704041,10.336828341,1.75778773306,12.491691321,1.85444466592,7.21089926182,1.2926967548,11.0127949309,1.68033873966,7.88201628264,1.5331891001,11.3268625589,2.19322723035,9.20279631336,1.72284054758,8.54005414747,1.64356611111,9.90217434716,1.38513963053,12.8917215438,2.03109941278,14.5015169355,2.62728942258,6.1,3.71200045372
1963-07-31,12.4397231951,2.42907223009,10.2899853303,1.81816028544,12.2753036866,2.16046515501,7.17164818655,1.34095692884,10.9864019201,1.71535362643,7.85232165899,1.57171500177,11.1691378648,2.33657952743,9.31941943164,1.59086538528,8.54825576037,1.63362332811,9.89753940092,1.39063248805,12.9231301459,2.00130963819,14.4362330645,2.70400277254,5.9,3.53776617001
1963-08-31,12.3387554531,2.35916985871,10.2302111367,1.78159307408,12.1398036866,2.13270617105,7.17500302526,1.34078335354,11.0304825653,1.73568078266,7.84369262673,1.56958705823,11.0743314132,2.3500479099,9.41753233487,1.57624861373,8.61773963134,1.63709608507,9.93758778802,1.38241405176,12.9681301459,1.99523471166,14.4103298387,2.71992460226,5.7,3.27831792556
1963-09-30,12.1182452381,2.32445188766,10.065228341,1.64339230884,11.9557735791,2.24735555334,7.06609979945,1.39701795387,10.9502820276,1.73629888546,7.73707596006,1.57932049781,10.832434639,2.25724640146,9.4002656682,1.57603603644,8.515506298,1.63176000447,9.81208563748,1.3467043114,12.8355790707,1.8393555679,14.3845658602,2.70987009965,6.1,3.16061286529
1963-10-31,12.0175453533,2.1945137326,10.064431106,1.64238672629,11.8022303763,2.11665683271,6.98727423195,1.30819046007,10.9011138249,1.66309528445,7.71220441628,1.54998117023,10.5533067588,1.75448708614,9.38964297235,1.56332627623,8.38445272657,1.42791741955,9.75589324117,1.26608765357,12.8236499232,1.81352954497,14.3067588326,2.60812993556,6.5,3.12039133848
1963-11-30,12.20331202,2.31434787717,10.3003848694,1.75630035138,11.8553981183,2.13805842625,7.06719627496,1.31940999784,11.050984255,1.74411458513,7.82692484639,1.5585197354,10.6371788018,1.77781664834,9.52594619816,1.52119969093,8.49377315668,1.40732757906,9.85718087558,1.20206163034,13.0857832565,1.71284329472,14.5025921659,2.53296144361,6.9,3.16061286529
1963-12-31,12.3270367512,2.37723669636,10.4004225038,1.77577672512,11.9907879032,2.23702827387,7.07138498464,1.31986305261,11.1168487711,1.74882785156,7.87158936252,1.56320024042,10.6435497696,1.78122098929,9.62373329493,1.52963668027,8.47229950077,1.40723291272,9.89883947773,1.19658601192,13.2011633641,1.73010452752,14.7401072197,2.48658655125,7.3,3.27831792556
1964-01-31,12.3228109447,2.37652811935,10.4480676651,1.80150838635,11.9841104839,2.23759183913,7.0454656298,1.31666923428,11.1225907066,1.74960014275,7.8544280722,1.57271190508,10.6179046083,1.79302380351,9.65387845622,1.52438262303,8.42628337174,1.44263302976,9.91801689708,1.18942120373,13.3480343318,1.75882841828,14.801252381,2.45436818243,7.1,3.53776617001
1964-02-29,12.5132345079,2.35890910117,10.5885797341,1.84721736842,12.1822765758,2.2277632203,7.10363229647,1.3330194826,11.2452309365,1.80436433556,7.94389588829,1.59865718109,10.7315574819,1.85922224759,9.72087270909,1.58290131609,8.3733454407,1.43229010968,10.008982989,1.30213960459,13.4052188146,1.7911207169,14.8832150246,2.49604671754,6.9,3.71200045372
1964-03-31,12.6510248305,2.28251703378,10.7416281212,1.77934084627,12.4016636726,2.19175549238,7.14405165131,1.31287338456,11.4370696462,1.76934654887,8.04563782377,1.52316715278,10.8810736109,1.72489200061,9.81787270909,1.53866834035,8.40308737619,1.4044537926,10.1216120213,1.27213218865,13.4837026855,1.70240552442,15.087376315,2.35265875133,6.7,3.81272108936
1964-04-30,12.7028984864,2.25377163308,10.7756517771,1.76470382842,12.5434711995,2.13168187382,7.18795380184,1.31196876018,11.5123115817,1.75779974493,8.1008695442,1.50350102474,10.8739515679,1.72407452471,9.87285174135,1.53119725358,8.34456318264,1.41814198584,10.1822480428,1.27042730723,13.4903677393,1.70116315656,15.0257112612,2.35960749901,6.5,3.84570847624
1964-05-31,12.8003882714,2.22626525436,10.9317856481,1.78458001068,12.6833744253,2.16088493066,7.29470487711,1.31115610066,11.6952594311,1.75209648879,8.26515341517,1.46550501959,11.0178902776,1.63211146068,10.1104479779,1.43065276301,8.47376855898,1.34485281947,10.3571093331,1.23590088725,13.7209424705,1.72718163698,15.138802659,2.2754688517,6.3,3.81272108936
1964-06-30,12.9010371961,2.12173878234,11.0290748954,1.6692989359,12.7605029199,2.06113872781,7.40028498464,1.17965289991,11.8405798612,1.57921732693,8.32092008184,1.38284759769,11.0728537184,1.55783389202,10.1947592682,1.32215333084,8.56056963425,1.27377663574,10.411594817,1.20067771279,13.7103037608,1.73064850272,15.1416698633,2.27411390574,6.1,3.71200045372
1964-07-31,12.868744723,2.15569534163,11.0967619922,1.56341587914,12.6007357156,2.23665021331,7.42518821045,1.14757972077,11.9777320118,1.3417823608,8.36514857646,1.32920533633,11.0402967292,1.59622853456,10.3553995908,0.909006368744,8.65817877403,1.16676295448,10.4771684729,1.09833832226,13.8825994597,1.47161414656,15.240398358,2.23235388381,5.9,3.53776617001
1964-08-31,12.5545511746,2.00763727976,10.8241329599,1.55110376267,12.3997679737,2.25862485423,7.22423659754,1.10567490392,11.767377173,1.38262535111,8.17258406033,1.30967936477,10.7636515679,1.58388834468,10.1592705586,1.11437197401,8.461662645,1.13832129417,10.321732989,1.10899292379,13.6372768791,1.50108271607,14.8487693257,2.01624054007,5.7,3.27831792556
1964-09-30,12.3807318197,1.94631861257,10.7412711319,1.57888243033,12.1777873285,2.19428824649,7.19629627496,1.12815898963,11.7583115817,1.38794926196,8.14687653345,1.32163603667,10.5815972668,1.54663860653,10.1088452897,1.15154620065,8.46673199984,1.13563724973,10.331732989,1.1010221949,13.7393080619,1.40962790525,14.6194564225,1.78847888516,6.1,3.16061286529
1964-10-31,12.2526079718,1.88857055412,10.6879497034,1.5563757258,11.8943639414,2.07878142443,7.05035215054,1.12420025304,11.6199187245,1.4072518932,7.99877803115,1.31613440416,10.3543265295,1.54839840144,9.95724909158,1.24807692513,8.36688464961,1.17507233426,10.2562537264,1.14994849385,13.7013092139,1.433093958,14.4472594179,1.69851019006,6.5,3.12039133848
1964-11-30,12.1413477568,1.79024476831,10.6729851872,1.54172052745,11.8189236188,2.01339409898,6.89841612903,1.00799051055,11.5033235632,1.37323462173,7.84725813867,1.23487465066,10.3023738413,1.50103565563,9.85510070449,1.21194646424,8.27113626251,1.13896763933,10.1601128661,1.11909444501,13.7276307193,1.44333602816,14.5522137189,1.74233024307,6.9,3.16061286529
1964-12-31,12.3237413052,1.91535846702,10.7888593808,1.58585353645,11.8843854468,2.08193005277,6.85249623656,0.976042103626,11.4843633482,1.37567573815,7.74837588061,1.15289097092,10.330262551,1.53853940998,9.72199909158,1.18465302225,8.1752626066,1.03110042406,10.1071123285,1.05564178538,13.8009602892,1.48782287463,14.6375303856,1.87116736301,7.3,3.27831792556
1965-01-31,12.4668380793,2.06048807003,11.0156658324,1.91040693441,12.0040306081,2.20722381583,6.84483494624,0.96368306638,11.5146859288,1.41649315286,7.72395652577,1.11297463275,10.408762551,1.67711902263,9.73678941416,1.20268728779,8.13297228402,0.932809535422,10.1226768446,1.07769202965,13.8719119021,1.56847276476,14.783207805,2.00730000193,7.1,3.53776617001
1965-02-28,12.3997785555,2.14378471233,10.9304146419,2.06354982069,11.9871020367,2.21109440477,6.78578256528,1.02528196479,11.362999024,1.70433945971,7.56752557339,1.37634011022,10.4079673129,1.67769241172,9.54630489035,1.49374583961,7.99852109354,1.05076387508,10.0106958923,1.24052133428,13.6611011878,2.03376827623,14.8918101859,1.86605665173,6.9,3.71200045372
1965-03-31,12.6799075878,1.7946720082,11.2337210935,2.00179068686,12.2478439721,1.94883404486,6.88194385561,0.96300924844,11.5765635402,1.60399905078,7.72747718629,1.327620275,10.6294673129,1.59380013239,9.64264360003,1.49476667183,8.09931141612,1.01981732445,10.1764862148,1.21999229607,13.8312302201,1.97660663291,15.2328101859,1.70271718123,6.7,3.81272108936
1965-04-30,12.7005312437,1.80035089071,11.2853684054,2.00084848591,12.2386445098,1.95411838844,6.92411213518,0.992947641327,11.6387721423,1.65303834301,7.78184331532,1.36664660589,10.7501796785,1.62339977147,9.65985273982,1.50257901092,8.10577055591,1.02856378288,10.2318824514,1.23884681637,13.8881458115,1.97201911102,15.4227612612,1.60008786659,6.5,3.84570847624
1965-05-31,12.7386221039,1.75604309248,11.3293834591,1.97740325662,12.3821907463,1.79587500043,7.00014439324,0.922604433427,11.6691984864,1.63013223871,7.84589546586,1.3374400193,10.7405764527,1.63251153699,9.61978069681,1.52448071274,8.07106840537,1.05694258078,10.2806265374,1.20610257961,13.8421323706,1.98687038129,15.3552994332,1.64029350865,6.3,3.81272108936
1965-06-30,12.6100065125,1.76602379119,11.2359925989,1.98688166879,12.3357208539,1.81526146194,6.93645514593,0.916680680958,11.5423619273,1.63308471796,7.73577772393,1.30787658168,10.6366162376,1.65873381377,9.48270220218,1.51013259573,7.97146840537,1.0182705175,10.1746141718,1.23220424947,13.6447269943,1.90689694816,15.1347505085,1.72040804485,6.1,3.71200045372
1965-07-31,12.3198941469,1.76885867507,10.9758775452,2.03934813519,12.1436176281,1.92203635109,6.81662987711,0.92668826846,11.3073785939,1.69624061078,7.55654116479,1.36599847774,10.467953872,1.69455020528,9.33176994412,1.56678209497,7.85698668494,0.991938938388,10.0898426665,1.29585275495,13.4151581771,2.01688571624,15.0376768526,1.75750291082,5.9,3.53776617001
1965-08-31,12.1664909211,1.68872343846,10.8857485129,2.0465315494,11.9154563377,1.86044861954,6.78530729647,0.921959073519,11.2760882714,1.69124963058,7.52247664866,1.35092299395,10.4238732269,1.67469953105,9.24444736347,1.53618726916,7.84598668494,0.988281956156,10.07961686,1.29620281951,13.3468355964,1.99977879077,15.011870401,1.73810425017,5.7,3.27831792556
1965-09-30,12.123726405,1.68636172307,10.7742291581,2.05379163366,11.8538084883,1.88676504624,6.75547987711,0.925871160423,11.1965560133,1.72220137194,7.49288632608,1.37237466549,10.3590447322,1.73265254585,9.16890972906,1.55033727977,7.82449958817,1.01319698223,10.046994817,1.31494947653,13.2264146287,1.9628909155,15.0514795408,1.72630765387,6.1,3.16061286529
1965-10-31,12.0390033794,1.62245412714,10.6716896697,2.0145854645,11.7037612135,1.82892105647,6.65323794163,0.892342428102,11.0168007296,1.69340500139,7.38157764977,1.31300348413,10.1573133641,1.66436224039,8.98856601382,1.4537310723,7.76147622888,1.0317519972,9.87493141321,1.22094963649,13.1000091782,1.9305322831,14.9383099078,1.67510511962,6.5,3.12039133848
1965-11-30,12.1552329493,1.75314593443,10.7084256912,2.03575956259,11.7484300307,1.90107406347,6.70912396313,0.942317599844,10.963100192,1.64522839433,7.39783087558,1.32189595608,10.2885332565,1.81225431707,8.97437139017,1.44403922016,7.85748375576,1.08662520628,9.9041577573,1.25250520676,13.1608650922,1.92493867215,15.2036254992,2.11587591175,6.9,3.16061286529
1965-12-31,12.3035367127,1.86157314274,10.8717891321,2.1361839473,11.7312999232,1.89052115772,6.71325407066,0.946504122126,11.0007292243,1.67775473838,7.41208302611,1.33152157671,10.3201875576,1.83066670089,8.92231171275,1.41614060188,7.91249182028,1.09406489552,9.8898765745,1.24426252312,13.2241516513,1.94876356219,15.2695486175,2.10305674139,7.3,3.27831792556
1966-01-31,12.4389721966,2.01664412503,10.9044665515,2.16923288171,11.766219278,1.94870309031,6.73125407066,0.981047870602,10.9800679339,1.64919689404,7.3952765745,1.30565522771,10.3593488479,1.86233679864,8.8574891321,1.30405727671,7.90218536866,1.08463995495,9.83769915515,1.18095714532,13.1231193932,1.84151227984,15.3185002304,2.09742987162,7.1,3.53776617001
1966-02-28,12.7089091014,2.2608033686,11.1620891705,2.35530721324,11.9989502304,2.11095751438,6.86098502304,1.16329159506,11.2039917435,1.97274882791,7.57254562212,1.45876117427,10.5450536098,1.9597346898,9.02766056068,1.56298465126,7.99895917819,1.20763323275,10.0018634409,1.43258713612,13.3411158218,2.0782380728,15.6169204685,2.33339344775,6.9,3.71200045372
1966-03-31,12.840715553,2.19660402887,11.2286375576,2.31957999873,12.0961599078,1.99967915916,6.95822695853,1.18947173733,11.308749808,2.00984681044,7.66977142857,1.49849072099,10.7562632873,2.00744068362,9.07069281874,1.57846944942,8.08162046851,1.28450387821,10.1416215054,1.50486996088,13.5173900154,2.21365027104,15.7754365975,2.41505019447,6.7,3.81272108936
1966-04-30,13.1060349078,2.21955192865,11.5516891705,2.34020611719,12.3039884025,2.01442755034,7.14732427035,1.2509041507,11.5454793779,2.06584195673,7.86505529954,1.58589662691,11.033868126,2.01961472623,9.35085894777,1.73520672802,8.28837584485,1.38805246117,10.3014935484,1.52159466894,13.80756851,2.2649928415,16.2210398233,2.54733039673,6.5,3.84570847624
1966-05-31,13.2132252304,2.18389797724,11.6860026114,2.29012763507,12.342646467,1.98891958142,7.21565168971,1.22644639957,11.5703191628,2.06064396335,7.913553149,1.58322282908,11.0600675883,1.9972513957,9.34352615207,1.73780342899,8.31406455453,1.38607697815,10.3160419355,1.5158138715,13.8598921659,2.2688520343,16.2049333717,2.56152100708,6.3,3.81272108936
1966-06-30,13.1620026498,2.22894500674,11.614519278,2.34066499794,12.3743448541,1.95486608395,7.23022319508,1.20900960086,11.4743191628,2.17340531879,7.8986671275,1.59718152343,11.0336740399,2.04028489204,9.25141163594,1.86833622078,8.31415595238,1.38598477315,10.2841354839,1.55460231153,13.7989862519,2.32280484271,16.0862779954,2.73395464523,6.1,3.71200045372
1966-07-31,13.1429402842,2.23536725907,11.4815483103,2.39421499558,12.2320754992,2.02551638388,7.2545624424,1.19259513528,11.4901240015,2.16924352962,7.87412250384,1.61446415745,10.8593041475,2.17617637778,9.1466890553,1.92347220953,8.32871079109,1.38155731311,10.2116795699,1.62088288803,13.6801808756,2.34521792215,15.9539688556,2.790004445,5.9,3.53776617001
1966-08-31,12.9083112519,2.24727308181,11.3131450845,2.44011597553,11.9960271121,2.0171121762,7.16875599078,1.26591025584,11.4068981951,2.21498813403,7.74217089094,1.72898196819,10.5927718894,2.28369648057,9.04222131336,2.00455562733,8.22090433948,1.45584146534,9.9935827957,1.81382007455,13.4583260369,2.389172249,15.6305817588,2.90783560758,5.7,3.27831792556
1966-09-30,12.6738472734,2.17971604166,11.0044230415,2.26025269116,11.713850768,1.92712185405,6.99988663594,1.33622092972,11.2262449693,2.1747039775,7.55835637481,1.75531713981,10.2653735023,2.26126521973,8.82003798003,1.99202816935,8.03383659754,1.46912979087,9.78244301075,1.84940758039,13.2477029186,2.31978390248,15.3908796083,2.90948749088,6.1,3.16061286529
1966-10-31,12.8022078725,2.04062269241,11.1379731567,2.0648403472,11.7234003072,1.9256779977,7.01776105991,1.3136301672,11.3373630568,2.00327395991,7.60219162826,1.67318809085,10.1994956221,2.31100467249,8.80087841782,2.02439006612,8.02562058372,1.48212474465,9.7851250384,1.8457230513,13.416194278,2.01141572128,15.476360023,2.87689110433,6.5,3.12039133848
1966-11-30,12.8424406682,2.0528242325,11.0408263825,1.98086971489,11.7436460061,1.93898261172,7.01995084485,1.31395810368,11.2418748848,1.9717878894,7.51198463902,1.65052449319,10.1830375576,2.29755205523,8.68318325653,1.98396751896,8.0120453149,1.47632612184,9.71940299539,1.80028718369,13.4541733103,2.04594182113,15.6402605607,3.09311407009,6.9,3.16061286529
1966-12-31,12.9792686252,2.1770468685,11.1865177803,2.1361701944,11.8143777266,1.93954463645,7.09091159754,1.40401730303,11.3436662826,2.1373419188,7.58690883257,1.76222718235,10.347825192,2.55860015157,8.72831282642,2.03631868558,8.14968294931,1.72775374869,9.7264906298,1.80650757187,13.6704512673,2.3444307802,15.8802933564,3.33066288089,7.3,3.27831792556
1967-01-31,13.1093008833,2.138448232,11.2230177803,2.13439244201,11.8021357911,1.9405304688,7.09328256528,1.40368353618,11.3461340246,2.13669035526,7.52998947773,1.77100893388,10.3780993856,2.54763755718,8.67939347158,2.0549419818,8.18447327189,1.70883055877,9.73676482335,1.80850997216,13.7034351382,2.33613700348,16.0466643241,3.30412649199,7.1,3.53776617001
1967-02-28,13.2719020737,2.1137936812,11.3969737327,2.18419056439,11.9237203149,1.97527887818,7.19438137481,1.42474027126,11.5388530722,2.2100582029,7.6447109063,1.81058315296,10.5697410522,2.6022551493,8.78768394777,2.09236047573,8.30926970046,1.73999498648,9.9454874424,1.94076274995,13.9370196621,2.44257090638,16.4227524194,3.3024293929,6.9,3.71200045372
1967-03-31,13.5848859447,1.99328627599,11.6413124424,2.06846617868,12.107784831,1.89076543911,7.42263943932,1.51928623605,11.8252885561,2.18705757248,7.91442058372,1.86609752683,11.0148862135,2.9699931072,9.05444201229,2.23459389894,8.62865679724,2.04451102168,10.2295519585,2.10853976096,14.4125519201,2.62469287575,16.9393491935,3.61214474098,6.7,3.81272108936
1967-04-30,13.623431106,1.95937893244,11.6616871736,2.05209246857,12.2640230031,1.85647800688,7.51263997696,1.52256814734,11.8247310292,2.18721725484,7.88703725038,1.87233614463,11.0706125576,2.97473580791,9.01484416283,2.24388860935,8.68043045315,2.04230768449,10.2373858295,2.1076995135,14.4232277266,2.61982605757,16.9759739247,3.60598571095,6.5,3.84570847624
1967-05-31,13.6890665899,1.91681860572,11.7842710445,1.9941064285,12.4257353687,1.83624860591,7.58214481567,1.49857668058,11.9281826421,2.13522129824,7.94930499232,1.83622848427,11.1789087942,2.90707773227,9.07160760369,2.23591457452,8.75319174347,1.98636856871,10.2310078725,2.11175254205,14.4707777266,2.59462909509,16.9636873656,3.61370666923,6.3,3.81272108936
1967-06-30,13.5345160522,2.13657003811,11.6475817972,2.17669409627,12.3285165515,1.96496738169,7.53300341782,1.56885804542,11.9329476959,2.12977882346,7.86029585253,1.92541667246,11.0978872888,2.99839387139,9.08960706605,2.22860719793,8.72136970046,2.02277562619,10.1345051843,2.21731688045,14.418315361,2.6493180046,16.8551943548,3.71960992116,6.1,3.71200045372
1967-07-31,13.2695122888,2.26210037257,11.495990937,2.24322074265,12.0726219278,1.92687982033,7.39503675115,1.64339711534,11.8541159754,2.16096114872,7.75710714286,1.95917140137,10.781989977,3.07532330943,9.06683394777,2.22350950389,8.6144750768,2.0444761866,9.99708529186,2.21664227476,14.4177658986,2.64950419064,16.588152957,3.618202851,5.9,3.53776617001
1967-08-31,13.0425284178,2.30998145099,11.2475393241,2.26807278325,11.8874283794,2.04028140068,7.29187546083,1.68986200747,11.7482127496,2.1680486942,7.66283294931,1.97199516272,10.588006106,3.14085113501,9.01752749616,2.23234885704,8.53310410906,2.07823057047,9.8255046467,2.31144472243,14.2617981567,2.73376257576,16.4604594086,3.70248343824,5.7,3.27831792556
1967-09-30,12.9249198157,2.21839630341,11.1571613671,2.21814986894,11.6992891321,1.89309114084,7.20669105223,1.65997697061,11.6524428571,2.1535842369,7.57607219662,1.94041270969,10.4544227727,3.12770834042,8.96325384025,2.20809206826,8.49875518433,2.08012213972,9.69200410906,2.33287223775,14.2807390169,2.73370901538,16.3986497312,3.72863524053,6.1,3.16061286529
1967-10-31,12.88526947,2.14552758393,11.1485720814,2.20210124878,11.6231877496,1.75556265183,7.14037999232,1.58742725503,11.5844082949,2.03322069144,7.52573003072,1.87552193197,10.4265610215,3.10377775959,8.90831950845,2.12178390592,8.49435771889,2.07619831138,9.60164466206,2.21087918634,14.3715425883,2.87068833863,16.4043622888,3.73471294229,6.5,3.12039133848
1967-11-30,12.8065721582,2.16747263573,11.0958865975,2.22665442318,11.6394619432,1.74887480906,7.03931816436,1.58189319838,11.4361314132,2.03469157516,7.35274239631,1.87568631585,10.2162916667,3.04878934004,8.80481359447,2.1153643842,8.37570395545,2.05526791394,9.37022960829,2.16738415543,14.2472393625,2.81519911598,16.3855843318,3.72485322382,6.9,3.16061286529
1967-12-31,12.6442044163,2.04920344257,10.8559801459,2.06336182353,11.4839560292,1.62295512052,6.91944665899,1.4879953737,11.2789663594,1.92410484771,7.15500691244,1.74403213922,10.1349448925,2.97009024464,8.60790552995,1.8856012138,8.30669051459,1.98854713841,9.19574466206,2.08595732547,14.1796899002,2.762892324,16.3255133641,3.65289793778,7.3,3.27831792556
1968-01-31,12.704075384,2.09363478638,10.8903349846,2.0914289586,11.5259076421,1.63298467594,6.93972085253,1.49823932311,11.3222889401,1.93659553267,7.09710368664,1.72342365362,10.270719086,3.01001316727,8.63471198157,1.89062910725,8.35462599846,2.00385176593,9.16445433948,2.07982235187,14.164593126,2.7617837642,16.5845940092,3.65660084807,7.1,3.53776617001
1968-02-29,12.7772167633,2.04988639024,10.961456249,2.06134634895,11.5798610904,1.62075415702,6.90845246173,1.52550540702,11.3959613539,1.83703247121,7.01184621537,1.80314676463,10.3126604653,2.97732889128,8.67741715398,1.83561772678,8.30532714789,2.05085491978,9.06996813258,2.16667260596,14.1001074938,2.84624248749,16.7428072276,3.48028511825,6.9,3.71200045372
1968-03-31,12.8874264408,2.07895018705,11.0911497974,2.03355591834,11.6688127033,1.57426260024,6.99664601012,1.56431450424,11.4802516765,1.86111551516,7.09813653795,1.82192347781,10.5532088524,2.94435995928,8.8591752185,1.86178370455,8.38042392208,2.06908978873,9.28091974548,2.27443417371,14.3066397518,2.84587390131,16.9596459373,3.40755614357,6.7,3.81272108936
1968-04-30,12.976395258,2.01159741777,11.1873954963,1.97853820899,11.7123492624,1.5319706768,7.1060223542,1.5193794851,11.6051543646,1.80210625214,7.22712040892,1.76418848603,10.6408857341,2.86446968078,8.99649457334,1.78625987742,8.43582069628,2.0238960295,9.40946705731,2.17832528855,14.3853316873,2.76755002717,17.1479663674,3.19136724186,6.5,3.84570847624
1968-05-31,12.9604237526,2.02887186285,11.2031659264,1.96451670047,11.7192352839,1.52240092692,7.15855299936,1.4552100605,11.616597913,1.7919076096,7.21525750569,1.77663629354,10.6244615406,2.88548029674,9.04953274538,1.73307530268,8.40085618015,2.07081499558,9.36070361645,2.23391924078,14.4134064185,2.74465795312,17.1653620663,3.16898012198,6.3,3.81272108936
1968-06-30,12.804239344,2.22924251635,11.1644836684,2.00899051493,11.5734309828,1.67292917776,7.17156428969,1.4416107837,11.6492500636,1.75361368791,7.21108653795,1.78228019442,10.5508846589,2.97506918758,9.12999349807,1.58563217051,8.37465671778,2.1093366187,9.25255254118,2.38136533609,14.4609257733,2.69480998887,16.945512604,3.44965184981,6.1,3.71200045372
1968-07-31,12.4734581612,2.54055807063,10.8605659264,2.34311304313,11.3225239936,1.79695424467,7.02947127893,1.57011702821,11.4775930743,1.97851723341,7.03308384978,1.96722221233,10.2509394976,3.13871064428,8.9805596271,1.80206420672,8.18950618015,2.25666884565,8.95875845516,2.59886154436,14.1553338379,2.90140225526,16.4063056147,3.63076310237,5.9,3.53776617001
1968-08-31,12.1298936451,2.48792658832,10.4713239909,2.32612506136,11.351233671,1.82119638967,6.86303579506,1.47899588954,11.1510608163,1.81440038478,6.73908384978,1.82194166485,9.81021369114,2.96705684953,8.73343059484,1.79570534666,7.87174811563,2.0985824833,8.63056490677,2.70045211049,13.7648338379,2.7948711329,15.8382410986,3.73189213896,5.7,3.27831792556
1968-09-30,12.0499371934,2.45911829692,10.4558089372,2.32013372548,11.3747627033,1.82675977305,6.86093256926,1.47892845514,11.1953167302,1.81704092747,6.72743438741,1.82274531993,9.7946427234,2.96799977592,8.78488865936,1.77233450515,7.87945994359,2.0979194136,8.50131329387,2.68475900265,13.7369634078,2.80086742963,15.6611986255,3.75159672301,6.1,3.16061286529
1968-10-31,11.9504838524,2.39372734312,10.361743845,2.22037178518,11.2560029106,1.74933825668,6.76089397479,1.4338579036,11.0566277901,1.67986994077,6.58908876529,1.71746315672,9.55815482017,2.87891312633,8.73256377456,1.73415961409,7.78937641824,2.04441365163,8.26702239525,2.46146622575,13.6210423248,2.69644784059,15.4815304227,3.61745341835,6.5,3.12039133848
